time|event|error
0.9|MessageID: CARD_INSERT, Value: 4319401234564106|0
0.9|MessageID: ESD_SENSOR, Value: 998|0
1.2|MessageID: PIN_INIT_START|0
3.08163247347709|MessageID: PIN_STOP|0
6.90508146029442|MessageID: AMOUNT_SEL|0
8.88723441511932|MessageID: WDR_INIT_START|0
10.752337942091|MessageID: WDR_STOP|0
13.3520284431254|MessageID: CARD_REMOVED|0
14.2520284431254|MessageID: CARD_INSERT, Value: 4319401234561029|0
14.2520284431254|MessageID: ESD_SENSOR, Value: 1005|0
14.5520284431254|MessageID: PIN_INIT_START|0
19.1962478183693|MessageID: PIN_STOP|0
21.0999464281637|MessageID: AMOUNT_SEL|0
22.6393731230808|MessageID: WDR_INIT_START|0
25.9256830389685|MessageID: WDR_STOP|0
26.5978054035375|MessageID: CARD_REMOVED|0
27.4978054035375|MessageID: CARD_INSERT, Value: 4319401234561029|0
27.4978054035375|MessageID: ESD_SENSOR, Value: 1003|0
27.7978054035375|MessageID: PIN_INIT_START|0
32.7711588143972|MessageID: PIN_STOP|0
34.9017764214193|MessageID: AMOUNT_SEL|0
36.4943999654117|MessageID: WDR_INIT_START|0
38.7465130349621|MessageID: WDR_STOP|0
39.437256489332|MessageID: CARD_REMOVED|0
40.337256489332|MessageID: CARD_INSERT, Value: 4319401234564106|0
40.337256489332|MessageID: ESD_SENSOR, Value: 994|0
40.637256489332|MessageID: PIN_INIT_START|0
43.1884046497433|MessageID: PIN_STOP|0
43.2888148995125|MessageID: AMOUNT_SEL|0
44.714599187688|MessageID: WDR_INIT_START|0
49.2648674136066|MessageID: WDR_STOP|0
50.7344534669472|MessageID: CARD_REMOVED|0
51.6344534669472|MessageID: CARD_INSERT, Value: 4319401234561029|0
51.6344534669472|MessageID: ESD_SENSOR, Value: 1007|0
51.9344534669472|MessageID: PIN_INIT_START|0
56.3031605239013|MessageID: PIN_STOP|0
56.3994201525712|MessageID: AMOUNT_SEL|0
57.962393607074|MessageID: WDR_INIT_START|0
59.8504496353328|MessageID: WDR_STOP|0
63.5984255733404|MessageID: CARD_REMOVED|0
64.4984255733404|MessageID: CARD_INSERT, Value: 4319401234561029|0
64.4984255733404|MessageID: ESD_SENSOR, Value: 1001|0
64.7984255733404|MessageID: PIN_INIT_START|0
69.7072458234193|MessageID: PIN_STOP|0
71.5274922220173|MessageID: AMOUNT_SEL|0
72.9494866213323|MessageID: WDR_INIT_START|0
77.1136616271369|MessageID: WDR_STOP|0
80.1812740650707|MessageID: CARD_REMOVED|0
81.0812740650707|MessageID: CARD_INSERT, Value: 4319401234561029|0
81.0812740650707|MessageID: ESD_SENSOR, Value: 1000|0
81.3812740650707|MessageID: PIN_INIT_START|0
86.1907982224648|MessageID: PIN_STOP|0
87.1955592896022|MessageID: AMOUNT_SEL|0
89.0270982743299|MessageID: WDR_INIT_START|0
92.3995095782758|MessageID: WDR_STOP|0
92.904583161023|MessageID: CARD_REMOVED|0
93.804583161023|MessageID: CARD_INSERT, Value: 4319401234561029|0
93.804583161023|MessageID: ESD_SENSOR, Value: 998|0
94.104583161023|MessageID: PIN_INIT_START|0
100.297508856385|MessageID: PIN_STOP|0
100.63420501962|MessageID: AMOUNT_SEL|0
102.504694828027|MessageID: WDR_INIT_START|0
106.018012837994|MessageID: WDR_STOP|0
108.921824265203|MessageID: CARD_REMOVED|0
109.821824265203|MessageID: CARD_INSERT, Value: 4319401234564106|0
109.821824265203|MessageID: ESD_SENSOR, Value: 1003|0
110.121824265203|MessageID: PIN_INIT_START|0
112.779272383767|MessageID: PIN_STOP|0
113.619496186778|MessageID: AMOUNT_SEL|0
115.162925960809|MessageID: WDR_INIT_START|0
117.765574826716|MessageID: WDR_STOP|0
118.25229631456|MessageID: CARD_REMOVED|0
119.15229631456|MessageID: CARD_INSERT, Value: 4319401234564106|0
119.15229631456|MessageID: ESD_SENSOR, Value: 1005|0
119.45229631456|MessageID: PIN_INIT_START|0
123.125954305568|MessageID: PIN_STOP|0
123.508901818936|MessageID: AMOUNT_SEL|0
124.850647240001|MessageID: WDR_INIT_START|0
127.574203233243|MessageID: WDR_STOP|0
130.886304765|MessageID: CARD_REMOVED|0
131.786304765|MessageID: CARD_INSERT, Value: 4319401234561029|0
131.786304765|MessageID: ESD_SENSOR, Value: 1002|0
132.086304765|MessageID: PIN_INIT_START|0
136.417114041691|MessageID: PIN_STOP|0
137.12046982643|MessageID: AMOUNT_SEL|0
138.527404753456|MessageID: WDR_INIT_START|0
141.20521368635|MessageID: WDR_STOP|0
142.503742303963|MessageID: CARD_REMOVED|0
143.403742303963|MessageID: CARD_INSERT, Value: 4319401234561029|0
143.403742303963|MessageID: ESD_SENSOR, Value: 998|0
143.703742303963|MessageID: PIN_INIT_START|0
146.906824982777|MessageID: PIN_STOP|0
147.094625566329|MessageID: AMOUNT_SEL|0
148.691109401941|MessageID: WDR_INIT_START|0
151.340349460392|MessageID: WDR_STOP|0
152.265253349658|MessageID: CARD_REMOVED|0
153.165253349658|MessageID: CARD_INSERT, Value: 4319401234564106|0
153.165253349658|MessageID: ESD_SENSOR, Value: 1001|0
153.465253349658|MessageID: PIN_INIT_START|0
158.510688133579|MessageID: PIN_STOP|0
159.599751712763|MessageID: AMOUNT_SEL|0
161.206258839892|MessageID: WDR_INIT_START|0
165.328782191402|MessageID: WDR_STOP|0
169.247372349586|MessageID: CARD_REMOVED|0
170.147372349586|MessageID: CARD_INSERT, Value: 4319401234561029|0
170.147372349586|MessageID: ESD_SENSOR, Value: 1002|0
170.447372349586|MessageID: PIN_INIT_START|0
174.984456270981|MessageID: PIN_STOP|0
175.105502249466|MessageID: AMOUNT_SEL|0
176.294571894831|MessageID: WDR_INIT_START|0
180.8987292385|MessageID: WDR_STOP|0
184.095419933435|MessageID: CARD_REMOVED|0
184.995419933435|MessageID: CARD_INSERT, Value: 4319401234561029|0
184.995419933435|MessageID: ESD_SENSOR, Value: 1001|0
185.295419933435|MessageID: PIN_INIT_START|0
190.347200110952|MessageID: PIN_STOP|0
191.04429758481|MessageID: AMOUNT_SEL|0
192.696154963415|MessageID: WDR_INIT_START|0
195.63917205782|MessageID: WDR_STOP|0
197.059696723455|MessageID: CARD_REMOVED|0
197.959696723455|MessageID: CARD_INSERT, Value: 4319401234564106|0
197.959696723455|MessageID: ESD_SENSOR, Value: 1006|0
198.259696723455|MessageID: PIN_INIT_START|0
202.764538790515|MessageID: PIN_STOP|0
202.881059527135|MessageID: AMOUNT_SEL|0
204.055771797726|MessageID: WDR_INIT_START|0
207.617741511727|MessageID: WDR_STOP|0
208.996129605341|MessageID: CARD_REMOVED|0
209.896129605341|MessageID: CARD_INSERT, Value: 4319401234564106|0
209.896129605341|MessageID: ESD_SENSOR, Value: 1004|0
210.196129605341|MessageID: PIN_INIT_START|0
217.48493491878|MessageID: PIN_STOP|0
217.767911832335|MessageID: AMOUNT_SEL|0
219.019973694246|MessageID: WDR_INIT_START|0
220.34864539536|MessageID: WDR_STOP|0
222.536243789972|MessageID: CARD_REMOVED|0
223.436243789972|MessageID: CARD_INSERT, Value: 4319401234561029|0
223.436243789972|MessageID: ESD_SENSOR, Value: 999|0
223.736243789972|MessageID: PIN_INIT_START|0
229.944252829887|MessageID: PIN_STOP|0
230.573310484267|MessageID: AMOUNT_SEL|0
232.374894335555|MessageID: WDR_INIT_START|0
235.344456912374|MessageID: WDR_STOP|0
236.328768058138|MessageID: CARD_REMOVED|0
237.228768058138|MessageID: CARD_INSERT, Value: 4319401234561029|0
237.228768058138|MessageID: ESD_SENSOR, Value: 997|0
237.528768058138|MessageID: PIN_INIT_START|0
241.616457069002|MessageID: PIN_STOP|0
243.511779748824|MessageID: AMOUNT_SEL|0
244.9062179954|MessageID: WDR_INIT_START|0
247.80532005935|MessageID: WDR_STOP|0
249.871804272698|MessageID: CARD_REMOVED|0
250.771804272698|MessageID: CARD_INSERT, Value: 4319401234561029|0
250.771804272698|MessageID: ESD_SENSOR, Value: 1004|0
251.071804272698|MessageID: PIN_INIT_START|0
257.02283785724|MessageID: PIN_STOP|0
257.297521286391|MessageID: AMOUNT_SEL|0
258.712938872708|MessageID: WDR_INIT_START|0
262.338197812664|MessageID: WDR_STOP|0
268.249610949732|MessageID: CARD_REMOVED|0
269.149610949732|MessageID: CARD_INSERT, Value: 4319401234561029|0
269.149610949732|MessageID: ESD_SENSOR, Value: 997|0
269.449610949732|MessageID: PIN_INIT_START|0
273.443619952542|MessageID: PIN_STOP|0
274.630000947492|MessageID: AMOUNT_SEL|0
275.899462100372|MessageID: WDR_INIT_START|0
278.730814317906|MessageID: WDR_STOP|0
281.341214801494|MessageID: CARD_REMOVED|0
282.241214801494|MessageID: CARD_INSERT, Value: 4319401234564106|0
282.241214801494|MessageID: ESD_SENSOR, Value: 1002|0
282.541214801494|MessageID: PIN_INIT_START|0
287.262050451131|MessageID: PIN_STOP|0
289.346852571805|MessageID: AMOUNT_SEL|0
291.373385112067|MessageID: WDR_INIT_START|0
294.731362724157|MessageID: WDR_STOP|0
296.26391012081|MessageID: CARD_REMOVED|0
297.16391012081|MessageID: CARD_INSERT, Value: 4319401234564106|0
297.16391012081|MessageID: ESD_SENSOR, Value: 1004|0
297.46391012081|MessageID: PIN_INIT_START|0
300.62621098772|MessageID: PIN_STOP|0
301.411270095032|MessageID: AMOUNT_SEL|0
303.173516123561|MessageID: WDR_INIT_START|0
307.65070711422|MessageID: WDR_STOP|0
308.391951941552|MessageID: CARD_REMOVED|0
309.291951941552|MessageID: CARD_INSERT, Value: 4319401234564106|0
309.291951941552|MessageID: ESD_SENSOR, Value: 1005|0
309.591951941552|MessageID: PIN_INIT_START|0
314.376076288593|MessageID: PIN_STOP|0
317.594025025567|MessageID: AMOUNT_SEL|0
319.120456354712|MessageID: WDR_INIT_START|0
321.779198059689|MessageID: WDR_STOP|0
324.160935299946|MessageID: CARD_REMOVED|0
325.060935299946|MessageID: CARD_INSERT, Value: 4319401234564106|0
325.060935299946|MessageID: ESD_SENSOR, Value: 984|0
325.360935299946|MessageID: PIN_INIT_START|0
330.195423148415|MessageID: PIN_STOP|0
330.641909031897|MessageID: AMOUNT_SEL|0
332.486111225425|MessageID: WDR_INIT_START|0
335.138833428624|MessageID: WDR_STOP|0
337.34718680855|MessageID: CARD_REMOVED|0
338.24718680855|MessageID: CARD_INSERT, Value: 4319401234564106|0
338.24718680855|MessageID: ESD_SENSOR, Value: 999|0
338.54718680855|MessageID: PIN_INIT_START|0
341.053579006806|MessageID: PIN_STOP|0
341.217601075609|MessageID: AMOUNT_SEL|0
342.5330206198|MessageID: WDR_INIT_START|0
345.90434943727|MessageID: WDR_STOP|0
347.379175591119|MessageID: CARD_REMOVED|0
348.279175591119|MessageID: CARD_INSERT, Value: 4319401234564106|0
